#{"t_start": 1773812897.832136, "env_id": "None"}
r,l,t
45.45,68,1171.985687
27.05,37,1172.026972
1.85,49,1172.079577
32.9,51,1172.143019
53.5,55,1172.202779
-0.9,49,1172.252563
19.65,56,1172.311351
47.3,52,1172.363864
-5.45,17,1172.382547
19.0,70,1172.459098
13.65,57,1172.520419
5.55,57,1172.581848
15.75,70,1172.655566
17.0,70,1172.731447
24.8,68,1172.801827
44.5,70,1172.873332
26.75,50,1172.924112
8.8,57,1172.981933
18.3,62,1173.049419
0.9,49,1173.103046
18.3,62,1173.167763
27.75,70,1173.240973
45.7,68,1173.314057
10.75,56,1173.370593
56.8,57,1173.430032
27.3,37,1173.468511
5.25,50,1173.525226
44.65,57,1173.584668
27.0,70,1173.661373
24.75,70,1173.735303
67.8,37,1173.772297
51.25,65,1173.83729
5.3,57,1173.894364
27.55,37,1173.933264
19.1,62,1173.999416
13.65,56,1174.349677
9.15,51,1174.40641
37.35,59,1174.468265
9.15,51,1174.523733
-5.55,43,1174.571725
25.75,65,1174.640944
16.6,59,1174.706476
9.65,51,1174.761481
22.3,52,1174.812723
0.95,49,1174.864723
4.25,52,1174.917107
31.0,65,1174.981461
11.9,58,1175.040602
22.05,57,1175.100273
71.25,65,1175.168705
11.9,56,1175.228145
26.35,54,1175.284419
37.4,39,1175.329216
40.65,51,1175.385041
16.0,70,1175.461125
44.5,65,1175.526814
3.55,52,1175.583066
26.65,37,1175.622477
33.65,56,1175.683023
0.65,51,1175.796792
18.85,70,1175.883168
41.15,52,1175.938485
22.25,55,1175.995285
21.5,50,1176.048105
88.0,65,1176.121849
17.25,70,1176.195845
1.75,50,1176.251418
56.25,55,1176.307477
8.05,57,1176.36842
57.55,69,1176.441867
34.25,50,1176.494332
14.65,62,1176.845167
44.15,65,1176.915825
14.4,62,1176.977736
42.5,70,1177.049241
15.9,22,1177.075392
42.55,52,1177.13459
32.9,56,1177.195959
1.6,49,1177.246822
33.3,52,1177.30188
57.8,57,1177.361883
51.95,55,1177.420882
9.9,51,1177.47707
9.15,51,1177.533943
25.5,65,1177.600522
24.9,57,1177.662281
-9.05,3,1177.666057
23.45,43,1177.709378
37.85,65,1177.779309
30.75,55,1177.834509
15.65,22,1177.859303
37.4,52,1177.911331
29.65,51,1177.966144
32.95,58,1178.023056
-0.3,20,1178.044414
10.3,57,1178.103607
10.25,55,1178.160845
59.7,68,1178.231176
42.8,52,1178.286392
26.1,51,1178.339251
15.85,54,1178.397338
32.5,55,1178.460243
6.1,54,1178.517671
-26.4,16,1178.535017
38.0,70,1178.61016
18.45,50,1178.660368
27.35,58,1178.721997
37.95,64,1178.78862
26.75,55,1178.848584
38.05,77,1178.926708
45.55,68,1178.995884
2.1,49,1179.339525
37.95,53,1179.400131
37.45,53,1179.458224
18.65,71,1179.533444
20.6,69,1179.607403
41.05,57,1179.668104
30.25,55,1179.726042
30.5,55,1179.782483
31.5,65,1179.84815
47.25,70,1179.920387
-7.65,43,1179.9639
20.75,50,1180.017737
38.7,53,1180.074277
25.75,50,1180.130452
57.8,57,1180.191206
40.35,64,1180.259143
5.9,56,1180.316212
16.9,39,1180.358039
49.4,51,1180.4106
55.6,69,1180.486947
28.15,51,1180.540624
11.3,57,1180.600202
39.65,56,1180.659125
4.15,52,1180.714182
24.8,62,1180.780713
52.0,65,1180.845644
2.1,49,1180.89967
48.65,61,1180.962737
21.15,71,1181.038085
41.4,51,1181.093212
44.8,62,1181.16038
-17.1,26,1181.191477
26.6,69,1181.266205
22.3,52,1181.322496
44.75,65,1181.391887
34.75,50,1181.445642
-0.9,49,1181.777807
21.1,65,1181.846332
38.5,51,1181.901049
13.4,56,1181.960322
33.9,51,1182.012232
25.8,52,1182.06662
55.75,40,1182.110341
11.95,15,1182.129172
31.75,70,1182.206675
1.45,49,1182.258053
25.05,62,1182.323038
9.4,51,1182.378539
44.45,68,1182.45201
74.75,50,1182.506581
1.35,49,1182.558698
20.5,50,1182.617587
45.0,65,1182.688907
64.6,59,1182.752775
66.75,65,1182.818642
9.15,56,1182.876651
42.55,52,1182.934127
55.35,69,1183.003945
11.9,56,1183.068035
48.4,71,1183.146319
26.25,37,1183.186482
9.7,63,1183.259066
11.65,56,1184.522223
8.45,58,1184.589434
-1.4,51,1184.644654
7.0,55,1184.703765
5.7,54,1184.762505
20.1,69,1184.834976
14.85,43,1184.884214
3.15,52,1184.935339
15.25,22,1184.95922
1.6,49,1185.010286
-1.45,20,1185.031472
1.35,49,1185.083224
16.7,43,1185.127861
27.55,37,1185.455244
1.85,49,1185.510823
16.75,70,1185.585742
14.55,62,1185.6539
18.3,52,1185.716796
13.4,56,1185.775728
18.85,49,1185.830211
17.1,54,1185.891247
31.55,15,1185.907853
26.6,69,1185.978384
18.5,70,1186.053923
29.25,70,1186.132066
41.5,55,1186.196276
10.0,55,1186.262182
10.8,57,1186.324146
73.5,55,1186.385853
56.25,55,1186.443718
4.4,56,1186.506649
-4.55,38,1186.547384
58.55,57,1186.610064
24.85,56,1186.669355
10.8,58,1186.731376
8.65,51,1186.784827
46.15,71,1186.857357
55.95,63,1186.922138
11.3,57,1186.978982
21.3,57,1187.039703
13.4,56,1187.098298
27.1,51,1187.151476
19.85,69,1187.226425
2.9,52,1187.282042
25.55,62,1187.348475
26.85,69,1187.420466
11.5,55,1187.48051
64.6,69,1187.550664
31.0,65,1187.618017
45.05,62,1187.963212
31.75,70,1188.037146
50.5,65,1188.108837
10.25,55,1188.167687
3.9,56,1188.228221
25.6,69,1188.306512
27.15,57,1188.368562
45.8,62,1188.433566
25.05,52,1188.489805
49.4,51,1188.545423
-25.6,16,1188.563248
38.75,70,1188.639334
8.4,51,1188.694444
9.4,51,1188.750325
-0.8,43,1188.794348
29.8,52,1188.8482
40.15,56,1188.903511
68.0,65,1188.969508
6.9,56,1189.024956
21.1,70,1189.100177
65.95,68,1189.17305
7.25,51,1189.224594
-18.4,26,1189.253605
13.4,61,1189.320648
11.05,57,1189.381891
43.55,57,1189.442041
60.4,56,1189.502919
21.75,55,1189.561313
29.9,61,1189.627087
-7.55,17,1189.644981
1.6,49,1189.701525
2.0,50,1189.754024
-25.6,16,1189.770871
18.3,52,1189.823301
21.4,56,1189.880489
-1.55,50,1189.933123
-16.6,26,1189.959512
57.45,53,1190.012534
9.15,51,1190.065496
6.95,49,1190.399651
9.9,51,1190.459627
12.2,55,1190.51949
27.4,37,1190.560141
45.5,65,1190.629488
19.85,71,1190.708079
9.75,60,1190.771526
1.25,50,1190.823821
47.9,51,1190.875113
35.6,40,1190.914402
55.35,69,1190.983773
16.8,39,1191.025767
40.25,50,1191.079319
-9.05,3,1191.083371
56.5,55,1191.140584
0.65,51,1191.194233
11.15,57,1191.255994
55.35,69,1191.328758
53.25,55,1191.389699
15.05,62,1191.45677
24.8,57,1191.516595
14.5,70,1191.589223
20.6,69,1191.66174
14.15,59,1191.723126
5.05,57,1191.78156
64.85,69,1191.850577
58.05,57,1191.90815
43.4,71,1191.979308
32.75,70,1192.053594
27.65,71,1192.126413
12.25,55,1192.186041
13.8,62,1192.248624
38.2,53,1192.303443
59.5,65,1192.371193
3.3,52,1192.424348
54.6,69,1192.499607
5.75,50,1192.83469
67.0,51,1192.887312
18.1,69,1192.958237
7.05,52,1193.017663
13.45,58,1193.078695
4.25,57,1193.139814
0.75,51,1193.193604
-6.35,38,1193.233044
6.3,49,1193.286783
17.75,70,1193.369105
40.9,51,1193.41994
12.8,52,1193.476973
47.5,55,1193.534895
31.0,56,1193.596991
35.05,37,1193.639372
4.3,52,1193.6968
5.4,56,1193.757625
26.35,69,1193.829776
38.2,53,1193.882196
67.25,65,1193.948346
-21.2,20,1193.968538
1.6,49,1194.021884
27.3,37,1194.060524
56.25,55,1194.118951
61.15,51,1194.173262
25.05,68,1194.248569
7.9,51,1194.302729
22.55,52,1194.361298
18.2,39,1194.400499
30.6,51,1194.457001
53.0,55,1194.547248
-19.05,26,1194.615586
8.05,57,1194.677181
29.45,55,1194.73617
25.55,68,1194.80658
72.85,69,1194.878026
38.85,69,1194.948321
16.2,43,1194.992314
49.5,70,1195.065352
35.05,37,1195.392199
31.7,51,1195.447832
28.9,55,1195.50697
24.7,50,1195.562045
30.25,55,1195.619958
28.05,55,1195.677776
32.25,65,1195.74902
22.1,70,1195.819479
38.05,57,1195.876119
56.35,53,1195.932283
56.1,70,1196.004472
54.35,69,1196.074913
-8.2,17,1196.092986
7.75,51,1196.147704
10.1,15,1196.165066
26.75,70,1196.238709
28.6,70,1196.312644
75.1,69,1196.388771
43.25,57,1196.446992
32.3,30,1196.479144
28.4,61,1196.545368
1.25,50,1196.599333
28.95,54,1197.770845
-5.1,26,1197.798639
43.1,65,1197.86481
48.4,54,1197.922741
11.0,55,1197.979561
9.2,57,1198.041165
32.65,61,1198.108971
15.45,54,1198.169226
15.6,70,1198.245945
22.95,43,1198.293079
11.6,55,1198.352189
35.45,63,1198.415739
32.55,30,1198.448272
66.0,70,1198.519727
25.75,65,1198.588852
50.0,55,1198.645778
20.6,69,1198.996219
43.7,68,1199.064852
8.95,55,1199.122276
1.3,49,1199.174247
33.3,62,1199.240967
18.05,57,1199.300375
83.55,68,1199.371736
19.15,56,1199.433117
42.6,57,1199.490943
15.25,57,1199.552098
21.0,50,1199.603975
29.75,55,1199.661668
21.2,55,1199.71648
25.65,52,1199.775481
17.25,51,1199.825123
3.05,52,1199.878265
54.8,62,1199.941354
12.35,15,1199.959206
9.45,15,1199.975508
29.1,55,1200.032084
26.2,68,1200.102876
25.9,56,1200.163187
-7.55,17,1200.183992
19.6,69,1200.257822
22.45,43,1200.304262
52.95,77,1200.386109
7.5,51,1200.439346
28.9,61,1200.503813
1.6,49,1200.558517
42.55,57,1200.621021
7.65,57,1200.679044
31.5,70,1200.754701
7.15,57,1200.812561
25.75,37,1200.851971
-1.3,43,1200.895569
20.75,52,1200.952201
-5.35,26,1200.979709
39.75,70,1201.059639
56.4,57,1201.413562
2.3,52,1201.472652
33.8,40,1201.514456
42.55,57,1201.576464
22.5,70,1201.649447
46.25,37,1201.691724
2.6,55,1201.751457
14.8,62,1201.817504
7.9,51,1201.867982
48.5,70,1201.939028
15.75,56,1201.998079
75.1,69,1202.068092
34.8,62,1202.131641
10.05,55,1202.191611
39.95,68,1202.265099
27.4,57,1202.326078
40.0,56,1202.385068
16.85,51,1202.44032
12.5,55,1202.496845
37.8,52,1202.551994
10.8,57,1202.612373
3.9,52,1202.667708
28.1,61,1202.729224
-5.55,38,1202.769792
27.75,70,1202.839156
25.9,57,1202.899002
9.55,55,1202.952882
41.65,51,1203.005093
-1.05,50,1203.056689
15.45,70,1203.128482
5.2,63,1203.195399
36.85,69,1203.268405
7.2,60,1203.330793
-8.1,16,1203.347183
44.8,68,1203.421766
34.8,77,1203.501186
9.05,15,1203.517596
-8.1,26,1203.544479
42.6,57,1203.885688
-1.15,50,1203.938222
12.45,58,1203.998227
23.5,56,1204.063277
20.5,50,1204.119053
21.4,52,1204.174533
31.45,51,1204.227871
65.6,69,1204.300534
29.25,55,1204.358996
30.0,50,1204.412105
12.45,17,1204.430092
35.65,71,1204.504955
51.75,70,1204.58061
3.05,52,1204.635358
5.65,56,1204.693127
14.35,22,1204.718217
3.2,57,1204.776577
58.3,68,1204.846641
16.5,62,1204.90871
0.35,50,1204.957831
21.3,52,1205.013794
10.3,52,1205.069855
10.5,17,1205.088484
35.75,40,1205.130109
-4.8,38,1205.171796
55.75,55,1205.2296
23.65,37,1205.270333
40.9,51,1205.32476
27.0,51,1205.37838
95.1,55,1205.435476
12.05,57,1205.495657
7.45,49,1205.547124
40.1,64,1205.614795
40.6,64,1205.68373
19.1,69,1205.754339
40.1,69,1205.825691
12.7,58,1205.884145
1.65,52,1205.936578
-19.85,26,1205.962651
32.4,61,1206.312041
20.2,69,1206.390641
-8.85,17,1206.409191
43.1,65,1206.480179
32.05,30,1206.511466
39.05,68,1206.583132
15.85,52,1206.636775
7.05,52,1206.692838
14.95,38,1206.732297
18.7,50,1206.784372
39.9,56,1206.838759
18.25,70,1206.908581
22.05,52,1206.962968
-6.7,43,1207.008245
12.75,55,1207.066234
19.0,65,1207.136208
26.3,52,1207.191855
25.85,69,1207.263103
25.5,37,1207.302046
56.15,69,1207.371918
16.6,54,1207.430575
-1.4,49,1207.483487
10.8,57,1207.544211
-1.3,43,1207.58795
18.65,69,1207.661667
11.8,55,1207.722917
44.6,59,1207.781984
55.75,53,1207.83814
9.35,55,1207.895472
12.5,55,1207.949456
37.5,70,1208.020169
2.3,52,1208.075013
2.3,52,1208.128529
19.9,55,1208.184959
20.8,49,1208.243188
11.75,55,1208.302007
23.5,70,1208.376363
19.35,50,1208.71393
31.5,70,1208.788863
18.0,70,1208.863954
44.55,68,1208.935056
9.65,51,1208.987128
31.0,70,1209.064109
26.25,50,1209.116692
24.6,65,1209.186884
10.3,57,1209.248978
1.2,49,1209.300243
6.0,55,1209.357276
16.45,43,1209.40632
18.45,55,1209.465046
56.25,57,1209.523673
57.65,68,1209.596078
25.5,37,1209.635825
50.6,69,1210.734952
39.8,64,1210.804827
25.3,51,1210.859528
20.6,43,1210.905764
13.7,22,1210.928812
-8.05,38,1210.970289
8.4,56,1211.029657
32.95,58,1211.094982
59.45,64,1211.162398
20.6,69,1211.234259
2.35,49,1211.28775
73.8,69,1211.360834
29.7,54,1211.421238
-15.35,27,1211.450166
-20.95,20,1211.472426
22.7,70,1211.547351
40.2,64,1211.61472
8.5,60,1211.678675
27.05,52,1211.733656
20.25,55,1211.789921
1.6,49,1211.838753
28.2,55,1211.893785
20.65,71,1212.255025
13.45,43,1212.304469
9.2,55,1212.361469
-28.9,16,1212.380264
7.05,52,1212.439259
35.55,69,1212.517625
8.35,63,1212.58523
-17.5,26,1212.615397
34.5,77,1212.698178
10.0,57,1212.757719
43.1,69,1212.884578
17.05,52,1212.953012
9.3,52,1213.006179
10.5,56,1213.070096
26.95,70,1213.146314
33.5,30,1213.180061
35.05,37,1213.219337
19.75,57,1213.282111
-8.85,38,1213.322476
42.35,57,1213.385172
12.65,56,1213.444148
16.7,43,1213.495453
0.45,49,1213.549268
29.35,65,1213.618305
27.75,70,1213.692858
37.1,70,1213.769303
13.75,37,1213.807433
38.7,68,1213.877445
50.25,65,1213.94478
24.3,57,1214.002423
9.65,55,1214.060061
-9.05,16,1214.077092
40.3,77,1214.15672
39.1,49,1214.206756
12.9,57,1214.267955
-6.45,43,1214.314941
5.3,55,1214.374912
29.1,54,1214.433115
-21.2,20,1214.459673
64.6,69,1214.91158
21.5,70,1214.983458
23.55,70,1215.061936
36.6,59,1215.129211
27.35,54,1215.187422
34.95,57,1215.253865
14.35,22,1215.281324
40.5,51,1215.335639
-6.6,43,1215.378739
14.7,62,1215.445261
31.25,70,1215.51731
24.55,62,1215.58424
64.3,68,1215.656749
23.75,56,1215.720051
18.3,52,1215.776117
10.05,57,1215.832605
34.55,70,1215.904418
6.85,51,1215.956048
34.65,39,1215.994682
-13.25,3,1215.99869
-16.0,27,1216.026385
14.3,70,1216.103824
66.55,65,1216.17673
17.75,70,1216.250631
1.2,49,1216.307553
6.75,56,1216.369942
8.4,51,1216.427482
25.7,70,1216.503425
15.55,43,1216.547905
8.35,57,1216.61264
13.55,26,1216.639032
1.35,49,1216.690976
33.1,50,1216.74359
0.75,50,1216.793909
24.35,49,1216.842864
24.9,51,1216.892648
8.55,57,1216.950612
2.2,57,1217.007477
18.3,57,1217.359487
35.1,70,1217.438629
47.45,70,1217.515547
10.7,55,1217.576877
6.3,63,1217.640886
40.4,71,1217.718059
11.0,58,1217.782005
31.85,70,1217.850377
17.5,70,1217.921773
41.6,57,1217.980143
-15.5,27,1218.010473
10.25,57,1218.073594
37.5,62,1218.142395
4.2,50,1218.198641
2.1,49,1218.254537
26.9,52,1218.311773
17.8,49,1218.367927
-1.15,50,1218.422744
9.0,55,1218.479954
6.85,55,1218.543379
54.6,69,1218.617414
22.3,52,1218.675903
23.95,70,1218.752372
12.25,61,1218.81279
7.65,51,1218.867827
53.7,69,1218.937699
25.95,51,1218.989372
29.65,52,1219.043749
84.45,69,1219.117155
26.85,51,1219.173627
18.8,50,1219.226691
19.25,50,1219.282434
-1.15,50,1219.335909
4.05,52,1219.390024
35.95,39,1219.430706
15.2,43,1219.476225
-1.0,50,1219.532069
-9.05,3,1219.53615
-8.8,43,1219.865464
64.1,59,1219.933851
2.25,26,1219.960832
2.05,52,1220.023219
38.25,56,1220.081564
0.15,51,1220.136972
11.25,70,1220.20811
30.2,70,1220.283315
53.85,69,1220.355924
34.25,63,1220.420579
12.75,56,1220.479339
24.95,69,1220.551947
-4.8,38,1220.591067
-1.3,43,1220.63442
37.05,52,1220.689689
18.95,69,1220.763257
55.35,57,1220.821545
15.15,59,1220.880775
27.9,56,1220.935973
24.0,50,1220.987538
28.15,51,1221.039982
27.0,70,1221.112
1.3,55,1221.171113
36.35,59,1221.232818
40.15,71,1221.306254
12.0,52,1221.361126
20.75,50,1221.413038
3.05,52,1221.465002
28.65,56,1221.522792
9.0,55,1221.581618
3.0,52,1221.636107
20.4,71,1221.707702
1.9,52,1221.763038
24.75,57,1221.819329
13.05,22,1221.843171
20.4,71,1221.913268
7.05,49,1222.240236
14.55,62,1222.308399
9.95,15,1222.325413
-16.65,27,1222.354926
55.2,63,1222.42616
12.45,17,1222.445338
34.8,62,1222.524408
7.9,51,1222.590659
14.35,22,1222.619919
77.4,53,1222.686948
-17.7,27,1222.723824
-5.5,26,1222.757489
23.45,49,1222.818818
39.75,65,1222.895981
16.6,54,1222.963713
57.7,53,1223.030819
3.9,52,1224.383254
15.0,22,1224.41207
-3.55,43,1224.470528
14.4,62,1224.549044
11.05,57,1224.619825
-5.9,26,1224.65448
28.35,65,1224.734686
15.2,26,1224.769124
30.75,70,1224.854506
55.75,55,1224.919996
5.65,56,1224.989836
22.65,52,1225.054292
18.4,57,1225.124554
-1.4,49,1225.18739
65.2,68,1225.271284
18.7,43,1225.324881
40.4,56,1225.397458
37.35,69,1225.480863
16.0,70,1225.568671
66.9,51,1225.632495
15.05,43,1225.684896
10.2,57,1225.755079
21.55,52,1225.816821
1.85,49,1225.874932
26.1,69,1225.957001
9.4,51,1226.018795
9.5,62,1226.382427
25.8,68,1226.458693
25.7,69,1226.533164
17.85,59,1226.602102
21.3,57,1226.665341
25.85,69,1226.742738
39.55,57,1226.803646
29.0,70,1226.872784
40.15,56,1226.929446
18.3,52,1226.983099
18.25,70,1227.05943
51.0,55,1227.118967
19.6,69,1227.190269
7.25,55,1227.248034
57.3,57,1227.308575
18.25,70,1227.380984
-9.05,3,1227.385534
8.15,56,1227.448149
28.65,61,1227.509652
24.1,70,1227.586161
7.65,51,1227.643124
26.1,69,1227.714894
19.85,55,1227.77123
17.0,70,1227.842347
23.05,52,1227.895826
31.3,57,1227.952071
12.0,55,1228.008407
45.85,69,1228.079241
16.75,39,1228.124186
39.45,68,1228.197151
-1.4,49,1228.248594
52.5,55,1228.30706
18.05,52,1228.361603
13.4,56,1228.421802
7.7,49,1228.474415
16.4,52,1228.809359
66.45,65,1228.879043
13.25,55,1228.935472
24.5,65,1229.000266
10.65,57,1229.062344
27.25,70,1229.137544
53.5,55,1229.215931
40.25,70,1229.347236
35.8,77,1229.429882
4.3,52,1229.484276
1.6,49,1229.536157
25.4,68,1229.608682
40.25,65,1229.675245
12.4,56,1229.734877
30.1,54,1229.790964
33.45,58,1229.851205
94.85,69,1229.919982
8.65,56,1229.979314
44.6,49,1230.030543
34.9,77,1230.115834
14.8,62,1230.182748
6.35,52,1230.238346
42.5,70,1230.313025
34.3,68,1230.385245
25.9,56,1230.44801
4.9,56,1230.505733
44.65,56,1230.568803
17.05,77,1230.654892
53.75,55,1230.713753
28.65,51,1230.77173
25.7,68,1230.843699
38.2,69,1230.913814
29.15,61,1230.976984
3.55,52,1231.040084
35.75,40,1231.369605
26.25,55,1231.431368
3.15,26,1231.460865
5.4,52,1231.51668
14.2,58,1231.577467
21.3,77,1231.659159
10.65,55,1231.718803
13.9,56,1231.778224
-15.5,27,1231.805875
48.65,51,1231.86077
9.5,60,1231.918443
18.65,51,1231.969917
57.85,56,1232.029434
-6.35,38,1232.069643
26.15,56,1232.128353
-20.55,20,1232.151045
25.95,68,1232.221196
23.0,70,1232.294198
17.25,70,1232.366954
25.05,57,1232.426682
-4.55,38,1232.467084
7.05,52,1232.521177
27.9,71,1232.592984
9.0,60,1232.658872
25.6,69,1232.732668
84.75,70,1232.802461
36.55,22,1232.825914
29.4,63,1232.892168
14.9,43,1232.93644
16.6,54,1232.990464
40.1,64,1233.057591
-17.75,26,1233.089019
26.05,57,1233.14975
19.3,57,1233.214879
12.25,55,1233.278187
40.4,71,1233.3501
0.75,50,1233.403958
-20.3,20,1233.426479
18.7,43,1233.472323
11.5,56,1233.820455
20.1,69,1233.892962
18.4,51,1233.946239
-0.1,49,1233.99546
27.55,63,1234.062886
37.8,51,1234.117898
32.0,55,1234.177289
1.05,49,1234.230234
20.4,71,1234.306766
55.5,40,1234.350259
22.7,43,1234.394065
52.1,65,1234.466594
8.2,55,1234.525202
11.3,57,1234.584268
1.25,50,1234.635886
25.3,57,1234.695877
58.05,57,1234.755527
77.8,57,1234.818854
20.45,55,1234.874083
7.9,58,1234.935778
38.45,56,1234.99426
16.85,65,1235.060149
-5.85,26,1235.087468
49.4,51,1235.141183
4.8,57,1235.199324
55.35,69,1235.273427
6.4,56,1235.332895
23.55,70,1235.406281
21.15,52,1235.460279
8.95,63,1235.524961
39.2,68,1235.595489
52.25,70,1235.672391
18.7,50,1235.724166
54.85,69,1235.797099
-17.75,26,1235.822802
25.35,49,1235.872342
38.45,53,1235.925218
9.95,57,1236.267941
4.5,51,1236.323305
21.6,69,1236.39565
18.3,52,1236.45366
-6.75,17,1236.47314
30.25,55,1236.534002
40.1,69,1236.608385
21.55,57,1236.668476
6.1,54,1237.818353
4.9,52,1237.87229
3.75,55,1237.933389
59.9,56,1237.989912
14.55,57,1238.051327
44.85,49,1238.101536
38.6,69,1238.182384
-20.55,20,1238.203862
28.4,61,1238.269276
8.9,58,1238.329714
-28.65,16,1238.34856
30.5,57,1238.411166
27.4,51,1238.46609
1.7,49,1238.519479
50.1,69,1238.597511
2.1,49,1238.669659
-4.55,38,1238.713687
29.95,63,1238.78171
12.35,15,1238.799934
35.05,57,1238.860065
41.15,51,1238.914205
18.8,57,1238.971572
40.4,56,1239.030841
-21.2,20,1239.052149
23.05,52,1239.112662
27.15,51,1239.165073
19.0,69,1239.239081
24.35,69,1239.313923
-4.3,26,1239.343722
8.5,60,1239.405847
15.35,69,1239.480805
88.1,65,1239.550874
-4.45,26,1239.863027
29.15,61,1239.926382
-6.05,43,1239.975107
37.1,69,1240.047098
23.75,63,1240.116197
10.15,56,1240.174129
29.6,65,1240.244852
37.85,69,1240.31915
20.9,57,1240.377718
22.8,52,1240.435318
35.45,63,1240.501304
-4.05,38,1240.543424
32.8,63,1240.609872
-5.3,43,1240.675518
19.25,70,1240.77054
27.15,51,1240.833832
18.7,69,1240.915161
14.55,62,1240.982818
-4.4,26,1241.011246
25.1,69,1241.084849
36.75,70,1241.160039
-15.25,27,1241.192891
20.8,77,1241.280421
16.1,69,1241.355492
16.1,70,1241.430856
40.0,65,1241.507287
-2.9,43,1241.554001
26.1,69,1241.62946
22.7,43,1241.677185
25.1,69,1241.754221
25.85,69,1241.822349
54.95,69,1241.890226
30.75,65,1241.958542
60.65,56,1242.015208
32.5,70,1242.085042
61.75,70,1242.442703
28.5,54,1242.500828
27.15,51,1242.554863
37.7,53,1242.612491
0.9,49,1242.669777
25.8,57,1242.733412
51.75,50,1242.784458
32.25,70,1242.855675
27.5,71,1242.934274
16.5,70,1243.007324
45.7,68,1243.079243
18.25,70,1243.154574
10.0,55,1243.212782
9.65,51,1243.269075
14.1,70,1243.345183
1.85,49,1243.398606
21.85,49,1243.452268
19.1,69,1243.525486
33.75,30,1243.556456
26.15,52,1243.613005
29.75,55,1243.671717
2.25,52,1243.726786
29.1,60,1243.793676
-1.05,43,1243.836702
35.6,64,1243.903311
3.55,52,1243.956231
39.7,68,1244.026003
39.4,71,1244.101329
24.75,70,1244.176037
9.4,56,1244.23666
30.3,54,1244.296173
45.35,69,1244.365711
50.75,70,1244.438152
12.4,56,1244.499532
20.35,69,1244.850441
38.55,50,1244.90258
54.25,50,1244.961304
24.9,68,1245.031914
23.95,43,1245.077092
8.3,57,1245.144449
16.95,62,1245.209803
26.0,50,1245.262916
23.45,70,1245.337826
6.35,49,1245.393079
67.75,65,1245.462226
8.4,57,1245.521327
6.4,56,1245.584387
30.5,55,1245.641809
61.25,50,1245.695291
39.4,56,1245.757037
33.8,57,1245.817379
31.3,51,1245.868934
56.0,55,1245.925306
17.5,70,1245.994942
44.5,65,1246.063089
57.7,53,1246.119278
19.5,70,1246.263876
62.45,70,1246.336352
38.8,57,1246.39716
39.95,68,1246.469174
50.1,69,1246.538692
50.3,54,1246.596868
23.65,56,1246.656704
-4.3,43,1246.70194
13.7,58,1246.764127
12.65,61,1246.82457
41.15,51,1246.875724
10.8,52,1246.927537
19.8,69,1246.997498
27.25,70,1247.069541
27.3,37,1247.391864
13.0,55,1247.454368
35.95,53,1247.513168
31.5,70,1247.588575
19.25,65,1247.657729
41.65,51,1247.71323
33.95,63,1247.780121
25.7,69,1247.852571
26.0,51,1247.903378
-25.6,16,1247.919559
9.0,60,1247.987775
43.65,57,1248.048609
9.9,56,1248.112803
47.4,63,1248.181555
24.25,70,1248.256028
5.0,50,1248.308821
46.3,57,1248.372719
34.95,63,1248.440067
1.35,49,1248.493008
9.9,51,1248.54797
15.35,69,1248.621207
18.55,77,1248.702411
65.75,65,1248.772144
24.25,68,1248.840977
46.3,57,1248.898033
3.1,55,1248.955202
48.35,65,1249.021896
13.5,56,1249.080959
-16.6,26,1249.1095
34.2,58,1249.174295
11.55,15,1249.190403
11.0,57,1249.24935
59.9,56,1249.309917
11.8,52,1249.367798
22.05,57,1249.428893
38.05,52,1249.484552
-6.55,43,1249.529893
57.75,70,1249.887125
35.3,77,1249.96847
70.45,54,1250.025194
41.95,57,1251.190661
-4.55,38,1251.231897
77.8,57,1251.293542
6.9,51,1251.347685
49.95,55,1251.411154
13.9,17,1251.429192
11.1,55,1251.48666
37.8,53,1251.541643
17.6,59,1251.603572
38.85,69,1251.679704
6.8,52,1251.734183
-4.55,26,1251.760479
10.3,52,1251.812138
64.25,70,1251.883032
27.3,57,1251.941194
31.65,51,1251.993657
64.7,69,1252.07004
7.15,56,1252.127005
11.3,55,1252.185809
3.8,52,1252.239253
3.65,52,1252.295137
22.55,69,1252.366837
3.6,57,1252.427224
3.5,52,1252.484578
9.8,52,1252.538777
-5.3,43,1252.585681
18.9,56,1252.643405
-14.7,27,1252.671068
21.65,52,1252.73067
25.25,65,1252.795459
17.8,39,1252.83646
5.1,54,1252.889122
40.35,69,1252.956642
46.8,52,1253.009614
31.55,15,1253.026369
13.2,58,1253.084996
-26.0,16,1253.396818
40.65,51,1253.459108
12.4,52,1253.517447
28.25,60,1253.581706
36.0,40,1253.624862
29.3,54,1253.686256
26.7,70,1253.76032
21.85,52,1253.817314
44.1,71,1253.887974
53.35,69,1253.956584
20.3,77,1254.037389
23.2,65,1254.10733
3.05,52,1254.162869
36.8,52,1254.219045
4.65,57,1254.278395
41.65,51,1254.331876
15.25,43,1254.37572
13.95,62,1254.444003
1.75,50,1254.494375
20.2,69,1254.569469
0.4,51,1254.625064
13.35,62,1254.695573
16.95,70,1254.771771
0.6,50,1254.821993
15.4,71,1254.897857
19.55,69,1254.97644
-0.8,43,1255.020793
21.25,55,1255.081861
29.6,70,1255.158117
1.4,49,1255.210984
17.85,69,1255.281864
12.05,56,1255.339955
