#{"t_start": 1773812897.832136, "env_id": "None"}
r,l,t
-6.45,43,1255.384503
54.0,30,1255.415947
-6.75,17,1255.434966
24.25,65,1255.504185
42.0,70,1255.905498
43.7,59,1255.978711
31.0,70,1256.05578
35.75,70,1256.132342
25.3,69,1256.209642
74.75,55,1256.269104
10.4,57,1256.32963
4.15,57,1256.391427
-6.75,17,1256.409478
-4.95,26,1256.436732
40.1,52,1256.493211
23.45,70,1256.565491
35.3,37,1256.604794
13.4,52,1256.659299
32.3,51,1256.716022
15.65,43,1256.761516
11.8,56,1256.819445
27.55,54,1256.872844
7.9,51,1256.924758
36.45,56,1256.980379
25.3,57,1257.039612
-0.15,51,1257.095997
-1.95,49,1257.14945
14.3,70,1257.222534
-9.05,3,1257.22641
12.0,55,1257.284813
10.25,57,1257.346743
31.1,65,1257.418542
49.75,70,1257.498082
16.9,39,1257.540755
56.65,57,1257.599403
-4.8,38,1257.640871
-2.05,49,1257.695099
26.9,37,1257.732497
12.8,57,1257.792248
21.0,50,1257.841856
37.25,53,1257.897122
37.15,51,1257.948289
-1.35,20,1257.96952
20.3,77,1258.052089
31.35,55,1258.399605
4.0,27,1258.431379
25.95,65,1258.505501
24.65,50,1258.560709
40.7,49,1258.612699
9.1,55,1258.677724
82.8,65,1258.752604
18.5,70,1258.827668
40.6,69,1258.901059
63.9,57,1258.961032
41.9,52,1259.013448
23.85,56,1259.07631
12.15,56,1259.134099
17.3,52,1259.19023
18.5,51,1259.243162
23.85,65,1259.313659
41.0,57,1259.374934
-6.6,43,1259.419877
25.4,68,1259.493049
68.75,51,1259.544888
64.1,59,1259.608705
29.15,51,1259.662167
16.3,39,1259.704579
1.9,52,1259.759295
5.75,50,1259.808697
30.0,70,1259.881402
23.25,65,1259.946276
-0.4,50,1259.997256
7.0,51,1260.05134
49.55,65,1260.117748
31.25,70,1260.191618
27.1,51,1260.246284
39.0,65,1260.313331
26.6,69,1260.387834
41.35,49,1260.438308
1.7,55,1260.587193
13.7,62,1260.686776
54.1,69,1261.042755
-0.05,52,1261.099661
13.7,62,1261.167739
35.75,40,1261.212079
10.15,57,1261.273092
36.5,57,1261.335465
-1.15,50,1261.388023
28.55,65,1261.457495
12.2,55,1261.513758
34.4,69,1261.587401
4.7,50,1261.64134
73.3,55,1261.700076
4.75,27,1261.729311
28.9,61,1261.792551
-28.9,16,1261.809481
56.25,55,1261.865672
38.6,50,1261.917176
2.55,52,1261.969953
50.25,55,1262.027434
6.1,54,1262.082293
31.0,65,1262.14867
8.65,63,1262.215666
26.1,69,1262.292231
76.85,65,1262.361172
-16.55,27,1262.388784
44.9,62,1262.457094
31.0,70,1262.530343
30.3,52,1262.586987
13.05,62,1262.655893
18.05,49,1262.707773
18.35,65,1262.776493
15.4,43,1262.819406
7.6,60,1262.881683
17.6,70,1263.021129
54.7,55,1263.079245
6.3,52,1263.137221
28.95,55,1264.296735
17.8,52,1264.642038
6.55,60,1264.709468
22.0,69,1264.77856
54.0,30,1264.811197
-7.6,16,1264.831545
76.5,55,1264.889397
20.6,69,1264.960947
5.1,54,1265.018131
24.4,57,1265.079901
15.25,70,1265.15747
21.9,52,1265.2146
-27.6,16,1265.23441
12.65,61,1265.297482
12.4,56,1265.357144
46.1,65,1265.422844
6.15,51,1265.474766
1.85,49,1265.526262
14.8,37,1265.565685
41.2,52,1265.619676
34.3,38,1265.661337
-27.6,16,1265.679339
21.05,57,1265.740987
-9.05,3,1265.744724
10.55,52,1265.797763
54.2,69,1265.866158
18.9,56,1265.923753
23.55,52,1265.976291
7.2,51,1266.028195
10.55,52,1266.082275
13.55,52,1266.135255
85.55,57,1266.199253
24.6,49,1266.250254
8.65,56,1266.310793
19.95,69,1266.387907
11.5,55,1266.443945
18.1,59,1266.504314
22.05,52,1266.55805
13.9,62,1266.621157
16.85,59,1266.684381
28.65,61,1266.747915
16.75,57,1267.08759
2.1,49,1267.141641
36.1,54,1267.204038
32.65,56,1267.262884
-26.8,16,1267.281161
20.1,69,1267.351882
6.95,56,1267.411832
17.7,50,1267.464115
64.6,69,1267.536833
5.4,56,1267.595868
5.9,56,1267.654153
-6.5,43,1267.702498
3.9,56,1267.761792
11.35,55,1267.817141
55.95,59,1267.878821
-8.2,17,1267.896442
58.2,53,1267.952177
33.35,30,1267.982211
19.7,69,1268.055674
18.2,39,1268.097509
22.05,57,1268.162875
41.4,52,1268.217188
54.0,50,1268.271183
15.7,70,1268.343236
54.25,55,1268.403705
22.7,43,1268.447907
30.1,54,1268.505467
29.6,54,1268.56093
28.5,56,1268.619491
53.2,50,1268.67195
45.3,62,1268.738197
10.3,52,1268.793255
3.05,52,1268.846957
23.6,57,1268.903989
38.25,65,1268.969989
15.05,62,1269.032978
7.1,57,1269.091078
1.5,49,1269.144469
25.4,50,1269.196985
22.8,52,1269.53647
10.55,57,1269.598523
41.95,70,1269.670125
29.85,65,1269.738637
73.1,69,1269.81017
30.75,65,1269.87434
3.05,52,1269.926618
30.1,54,1269.981801
2.8,52,1270.037667
8.4,51,1270.090757
41.5,52,1270.14999
25.4,71,1270.226383
7.85,49,1270.279245
-0.8,43,1270.325417
22.95,43,1270.372177
44.35,59,1270.434813
19.7,69,1270.509701
49.55,63,1270.579486
41.4,52,1270.633838
23.5,65,1270.706165
4.05,52,1270.768785
41.25,70,1270.843058
23.25,65,1270.907633
42.5,70,1270.976052
58.4,51,1271.03194
39.3,57,1271.093336
-6.75,17,1271.112399
24.25,65,1271.17873
21.9,52,1271.236407
29.25,69,1271.308579
11.75,55,1271.367632
2.85,56,1271.429495
29.6,65,1271.496559
26.5,70,1271.570978
23.55,69,1271.642186
9.15,56,1271.98093
9.15,51,1272.039293
7.9,56,1272.099106
9.2,63,1272.169334
44.85,59,1272.234163
52.35,55,1272.29257
47.8,37,1272.332858
-4.15,26,1272.36141
28.0,51,1272.41521
20.1,50,1272.466171
14.05,57,1272.529526
8.95,63,1272.596653
28.5,61,1272.661003
19.5,65,1272.731419
14.15,56,1272.788703
-4.05,43,1272.833979
30.1,54,1272.887061
17.8,39,1272.928911
18.25,65,1272.997019
-0.15,20,1273.017783
30.05,52,1273.071341
-1.7,43,1273.117265
13.4,56,1273.179678
20.35,69,1273.251186
-2.2,49,1273.302669
9.55,63,1273.369053
1.95,49,1273.419911
21.75,70,1273.493325
38.55,52,1273.547527
5.65,56,1273.606941
-1.95,49,1273.656621
43.05,68,1273.727391
7.8,52,1273.782693
29.1,63,1273.845314
5.9,56,1273.902555
12.75,55,1273.95664
46.1,69,1274.032004
25.9,57,1274.092602
27.25,55,1274.444721
48.55,63,1274.512135
5.75,50,1274.56752
22.65,52,1274.623807
21.85,49,1274.677496
57.95,64,1274.746182
18.55,52,1274.800064
41.65,51,1274.851389
21.3,57,1274.908164
25.75,50,1274.956302
8.75,60,1275.020312
10.15,51,1275.07519
13.15,56,1275.134823
49.25,70,1275.210957
3.05,52,1275.265194
39.05,57,1275.32802
17.15,56,1275.384995
26.6,69,1275.46025
7.15,52,1275.516287
6.05,52,1275.569369
24.35,49,1275.620989
31.0,70,1275.696117
25.0,65,1275.766409
23.55,52,1275.821384
54.25,30,1275.852143
6.0,50,1275.901084
20.9,71,1275.972827
26.55,52,1276.025742
21.0,55,1276.085201
66.9,65,1276.15647
3.1,55,1276.214768
15.65,22,1276.238121
10.25,55,1277.473607
4.9,51,1277.526094
37.35,64,1277.595926
15.4,69,1277.66952
24.3,68,1278.018276
-20.95,20,1278.043547
35.0,22,1278.067682
3.8,52,1278.124236
16.2,70,1278.197001
18.85,69,1278.273968
57.9,56,1278.33593
25.25,55,1278.392269
6.05,52,1278.448772
24.6,49,1278.49865
25.3,68,1278.568946
13.75,62,1278.637807
39.55,50,1278.692003
0.85,50,1278.743629
14.3,62,1278.807079
31.5,70,1278.87917
24.25,55,1278.935262
22.7,43,1278.981101
87.6,65,1279.047951
25.6,69,1279.125812
-26.8,16,1279.143139
-0.1,51,1279.198259
7.15,56,1279.257535
29.5,51,1279.35564
8.15,57,1279.446329
18.2,39,1279.488565
54.7,63,1279.556964
7.8,51,1279.610271
21.85,68,1279.679862
9.25,55,1279.738894
43.2,59,1279.797056
7.15,52,1279.852162
31.75,70,1279.921613
31.25,70,1279.992726
-26.4,16,1280.009745
25.25,70,1280.085281
9.1,63,1280.153126
16.55,22,1280.178912
32.25,65,1280.251629
24.55,57,1280.600995
68.5,65,1280.673983
26.55,57,1280.734967
30.5,70,1280.807256
20.4,71,1280.877592
27.5,70,1280.948106
17.8,39,1280.987288
26.25,55,1281.044943
38.1,56,1281.106863
45.05,62,1281.173653
-1.3,43,1281.222501
35.7,63,1281.288906
-0.8,43,1281.333591
23.2,43,1281.377411
34.5,50,1281.428214
44.2,49,1281.481121
18.6,69,1281.55114
24.15,56,1281.609776
8.15,51,1281.663893
26.35,69,1281.739986
-16.85,26,1281.77101
39.05,64,1281.836843
6.65,56,1281.893435
-20.15,20,1281.913406
-9.05,3,1281.917664
27.1,50,1281.967785
18.5,65,1282.034714
66.25,70,1282.107467
16.7,43,1282.151655
51.45,55,1282.211588
8.65,51,1282.26342
19.85,69,1282.33733
25.55,57,1282.395742
22.3,52,1282.453033
40.35,69,1282.538905
3.9,57,1282.607508
33.4,51,1282.668926
11.0,56,1282.736911
33.9,62,1283.128976
5.0,50,1283.189046
25.3,62,1283.265814
36.25,70,1283.358413
21.0,55,1283.426665
25.35,65,1283.505771
38.4,56,1283.569954
39.4,51,1283.629842
29.2,58,1283.700628
3.05,52,1283.764538
8.9,56,1283.829753
18.1,39,1283.873506
5.3,57,1283.943406
26.35,69,1284.024078
29.7,55,1284.089906
10.3,52,1284.150487
19.85,69,1284.235459
18.7,43,1284.298247
75.6,69,1284.384908
37.1,51,1284.445395
30.35,54,1284.514676
14.45,58,1284.584371
65.7,70,1284.669661
19.15,56,1284.742283
57.55,57,1284.807208
36.85,59,1284.873343
40.75,51,1284.933674
58.05,57,1285.003661
22.3,52,1285.065824
31.75,65,1285.143956
34.15,70,1285.228237
39.75,65,1285.306135
21.6,49,1285.366402
17.75,70,1285.449733
40.0,65,1285.529985
1.6,49,1285.916756
20.8,77,1286.006029
14.9,37,1286.045533
34.25,30,1286.078829
64.65,69,1286.154096
9.65,62,1286.224793
3.9,56,1286.285902
39.3,64,1286.359097
56.25,55,1286.419585
18.9,56,1286.479266
40.1,69,1286.554011
33.85,50,1286.608319
54.1,69,1286.683183
20.35,69,1286.755692
37.7,69,1286.822728
10.75,57,1286.879391
23.55,65,1286.946519
20.7,55,1287.000377
26.75,51,1287.051081
18.6,65,1287.121623
15.05,54,1287.178657
-6.1,17,1287.197365
65.45,68,1287.265717
13.3,52,1287.323846
1.85,49,1287.374271
62.55,69,1287.446086
1.75,50,1287.498532
12.9,56,1287.55907
17.45,39,1287.600641
10.05,57,1287.661421
23.85,65,1287.731851
57.95,53,1287.785774
-9.05,3,1287.789621
20.5,50,1287.838498
0.15,51,1287.889149
-0.1,51,1287.941514
59.5,65,1288.00806
36.7,43,1288.055339
59.85,64,1288.412464
24.4,56,1288.473004
9.4,51,1288.529007
10.05,52,1288.584628
26.1,69,1288.662899
18.9,51,1288.718028
23.85,65,1288.787962
37.5,62,1288.850846
36.45,69,1288.921362
0.55,49,1288.970204
32.45,51,1289.022701
57.2,53,1289.07498
-0.15,20,1289.096747
17.2,43,1289.147225
15.25,59,1289.207442
27.6,54,1289.263674
57.3,57,1289.323822
29.35,70,1289.401704
8.05,57,1289.462281
51.75,70,1289.538818
-4.8,38,1289.583365
36.0,40,1289.625069
25.15,68,1289.702328
8.6,57,1289.764959
6.0,50,1289.814556
5.05,57,1289.869729
23.3,52,1289.923222
21.4,43,1289.967005
1.85,49,1291.093809
41.3,57,1291.154913
37.3,39,1291.200711
17.75,70,1291.273884
53.75,30,1291.304881
2.35,49,1291.355334
-0.0,50,1291.40966
35.25,65,1291.474062
25.1,50,1291.529603
33.05,52,1291.585331
40.5,52,1291.913326
20.35,69,1291.984586
9.4,63,1292.050676
0.15,51,1292.103536
54.75,77,1292.184735
23.85,65,1292.254769
14.55,62,1292.318946
21.0,55,1292.378823
11.15,57,1292.436773
30.55,52,1292.492595
61.55,52,1292.545828
13.3,57,1292.614007
73.9,62,1292.685049
27.9,61,1292.747237
13.4,61,1292.809746
-16.55,27,1292.837609
10.8,57,1292.895832
40.9,51,1292.9495
7.15,49,1292.999197
3.9,52,1293.052087
13.05,52,1293.109629
38.45,56,1293.168515
23.35,69,1293.24169
16.55,22,1293.264245
5.25,50,1293.315619
16.45,62,1293.381989
1.1,49,1293.433159
54.5,50,1293.487426
7.15,56,1293.546907
20.45,50,1293.597677
17.8,52,1293.657785
31.65,56,1293.715314
41.65,51,1293.771251
5.6,50,1293.82173
16.6,70,1293.895101
8.7,51,1293.945287
15.95,54,1294.000733
23.55,52,1294.342016
33.9,63,1294.412549
25.95,69,1294.482933
62.55,70,1294.561405
16.35,54,1294.6212
28.0,51,1294.68265
17.75,62,1294.751414
37.7,53,1294.804926
2.55,52,1294.857167
27.5,51,1294.906423
35.7,63,1294.970045
1.85,49,1295.023499
22.05,57,1295.084489
-6.2,43,1295.129559
15.5,39,1295.173723
38.95,68,1295.246067
43.1,59,1295.30631
-27.85,16,1295.323779
13.2,58,1295.387507
17.35,54,1295.442497
10.05,52,1295.498863
40.75,51,1295.553945
10.25,57,1295.614442
22.45,43,1295.661371
32.0,65,1295.728888
7.55,52,1295.791198
47.4,51,1295.84423
56.25,55,1295.904341
2.1,49,1295.954423
17.55,39,1296.063282
22.8,52,1296.119385
57.85,69,1296.191953
31.5,65,1296.260376
-5.45,17,1296.278299
9.1,57,1296.338618
16.35,52,1296.392598
15.0,70,1296.46741
24.7,68,1296.541084
19.4,56,1296.888344
59.9,56,1296.944606
52.5,51,1296.998223
18.0,70,1297.072098
-15.25,27,1297.103295
36.25,40,1297.147785
46.1,69,1297.222228
22.85,70,1297.301617
25.4,68,1297.370274
48.7,65,1297.440725
27.0,70,1297.513416
9.55,52,1297.566995
36.1,40,1297.613181
8.0,51,1297.667823
-9.05,3,1297.672298
14.55,62,1297.740573
9.65,63,1297.802834
18.65,51,1297.854631
29.25,70,1297.924102
-6.2,43,1297.968076
54.35,69,1298.037554
19.9,71,1298.109506
19.9,71,1298.18495
25.25,65,1298.256171
-7.9,26,1298.283206
12.25,55,1298.340328
14.1,62,1298.404354
12.65,61,1298.468726
25.55,62,1298.5309
11.9,58,1298.592746
-17.9,26,1298.620482
42.4,52,1298.674373
-20.3,20,1298.695825
41.15,51,1298.74701
40.0,65,1298.814201
35.15,77,1298.891432
17.75,70,1298.960769
52.15,69,1299.314858
26.0,65,1299.386031
16.95,70,1299.460072
65.2,68,1299.531593
26.85,55,1299.593455
17.75,70,1299.670891
20.6,69,1299.740959
7.35,49,1299.79243
15.45,70,1299.860991
-14.7,27,1299.889789
39.65,70,1299.960832
-4.55,38,1300.000491
39.3,56,1300.061505
45.0,65,1300.129491
18.85,65,1300.199826
54.6,69,1300.275339
-4.4,26,1300.304219
44.75,68,1300.375286
-4.05,26,1300.403989
32.25,70,1300.478876
25.55,69,1300.554801
17.5,70,1300.629138
27.7,55,1300.686599
16.35,54,1300.74391
0.3,49,1300.794169
29.6,57,1300.852538
18.0,70,1300.923334
12.9,56,1300.980603
90.5,65,1301.046983
32.25,57,1301.10736
20.45,50,1301.157117
34.5,50,1301.208495
17.8,52,1301.263891
27.0,70,1301.340812
33.05,52,1301.394682
26.5,70,1301.749951
32.5,55,1301.806135
-0.5,50,1301.859842
-9.05,3,1301.864354
-1.3,49,1301.912266
45.1,59,1301.972546
47.4,51,1302.024759
-17.1,26,1302.052676
31.35,65,1302.122547
44.85,59,1302.182454
67.6,65,1302.256477
1.1,52,1302.312265
26.35,70,1302.384843
57.55,57,1302.443621
2.4,56,1302.508438
14.8,62,1302.5717
-9.05,3,1302.575911
9.45,63,1302.641528
55.05,77,1302.724791
24.7,68,1302.796046
42.35,57,1302.853082
11.0,55,1302.909998
-8.75,16,1302.926265
32.95,58,1302.986013
7.2,63,1303.051167
40.6,69,1304.283505
21.0,50,1304.336736
11.6,61,1304.405066
9.7,63,1304.472321
2.1,49,1304.528882
49.5,65,1304.603616
3.3,52,1304.660659
1.85,49,1304.717265
17.75,70,1304.787876
45.3,69,1304.86006
55.1,69,1304.933168
31.2,77,1305.016631
0.2,50,1305.358021
27.4,51,1305.416825
88.1,65,1305.4899
22.75,70,1305.565782
55.35,69,1305.638926
21.3,57,1305.702372
66.5,70,1305.774474
13.45,58,1305.832984
4.3,57,1305.892343
20.3,77,1305.968092
29.6,54,1306.02467
0.55,49,1306.076547
55.45,57,1306.139772
47.4,51,1306.193907
15.7,43,1306.239072
42.3,52,1306.29433
42.55,52,1306.348542
7.65,57,1306.520811
14.6,22,1306.550957
18.8,57,1306.618289
10.5,57,1306.684269
30.35,54,1306.74665
26.75,50,1306.796526
9.4,51,1306.849536
27.4,51,1306.901519
49.7,54,1306.960889
24.85,49,1307.008822
38.8,57,1307.068617
72.65,69,1307.142004
-16.6,26,1307.172786
38.65,56,1307.231282
16.6,59,1307.298121
9.0,60,1307.362577
8.65,51,1307.420935
29.75,57,1307.482558
39.9,56,1307.546273
15.3,43,1307.592307
34.0,50,1307.646248
10.55,57,1307.982015
52.25,55,1308.039023
-2.15,49,1308.090415
8.15,51,1308.149337
38.4,51,1308.203022
41.65,51,1308.25766
18.0,70,1308.330699
-2.3,49,1308.387052
47.65,51,1308.440827
25.75,65,1308.515182
16.75,70,1308.589922
25.55,62,1308.653308
44.35,59,1308.717782
-14.85,27,1308.745524
59.5,65,1308.81161
8.1,49,1308.86101
7.6,51,1308.914027
9.15,57,1308.970995
45.05,62,1309.033665
24.0,68,1309.103648
-4.95,17,1309.12653
12.75,55,1309.186437
36.05,59,1309.251953
29.85,65,1309.327428
62.4,57,1309.387343
9.5,55,1309.449447
53.5,51,1309.505593
29.5,57,1309.570414
37.7,69,1309.643103
24.2,49,1309.696691
-5.2,43,1309.742089
27.4,56,1309.799844
1.5,50,1309.848603
7.75,58,1309.908981
13.5,56,1309.964152
28.75,70,1310.034998
17.55,52,1310.089471
18.55,57,1310.447538
5.6,54,1310.505855
-26.0,16,1310.524519
1.6,49,1310.578665
46.75,50,1310.6306
36.25,40,1310.672884
11.8,77,1310.755277
47.15,51,1310.805674
26.35,69,1310.878656
33.15,52,1310.931253
19.3,69,1311.001201
8.65,58,1311.061452
-1.65,49,1311.115141
26.05,52,1311.171922
4.4,52,1311.227792
-26.0,16,1311.244988
-0.75,50,1311.297959
21.15,52,1311.354055
18.0,51,1311.41109
20.85,50,1311.462072
37.65,57,1311.523997
20.8,77,1311.610441
25.75,65,1311.681563
22.55,52,1311.736928
6.75,55,1311.79349
19.25,68,1311.862427
37.35,69,1311.930713
26.55,52,1311.984998
8.9,51,1312.040082
9.15,56,1312.097633
49.6,54,1312.159531
28.65,70,1312.232429
54.2,55,1312.290659
22.55,52,1312.344621
22.8,52,1312.399632
18.05,52,1312.45822
-3.8,43,1312.50906
65.0,70,1312.585824
18.2,39,1312.907346
29.0,70,1312.9799
15.3,77,1313.060369
30.25,65,1313.133834
26.4,56,1313.19507
8.65,51,1313.250305
55.75,55,1313.310182
13.65,56,1313.377758
12.6,55,1313.435126
37.15,62,1313.503525
64.85,69,1313.580063
39.65,56,1313.638804
-28.5,16,1313.658894
27.8,57,1313.71967
9.9,56,1313.778599
20.4,57,1313.837342
40.1,64,1313.904389
50.0,55,1313.960056
27.65,71,1314.033684
21.3,57,1314.092885
3.9,56,1314.154334
41.4,51,1314.207386
65.95,65,1314.275152
45.85,69,1314.362629
60.4,56,1314.425582
7.2,49,1314.477255
19.05,57,1314.540567
-16.35,26,1314.572963
32.0,65,1314.647299
34.5,50,1314.704634
1.5,50,1314.75699
26.65,56,1314.813275
33.75,51,1314.864319
4.55,57,1314.955446
47.15,51,1315.049694
55.5,55,1315.11157
28.4,51,1315.166557
16.6,77,1315.537145
3.65,57,1315.599381
45.2,68,1315.67329
38.1,39,1315.718051
56.0,40,1315.761409
23.45,43,1315.807196
32.25,65,1315.875332
0.65,51,1315.928736
19.15,71,1316.002219
32.25,61,1316.067781
22.7,62,1316.136704
20.95,55,1316.20361
9.25,60,1316.264445
14.55,62,1316.331406
15.6,69,1316.405044
18.75,65,1316.472628
16.7,62,1316.537062
-4.8,26,1316.565633
-4.55,38,1317.788001
8.15,51,1317.83869
75.6,69,1317.90838
19.65,71,1317.979863
28.5,70,1318.051637
45.45,68,1318.123999
22.05,52,1318.177524
24.2,49,1318.233151
-5.8,43,1318.277052
49.85,65,1318.34822
30.25,70,1318.424537
40.1,69,1318.495529
20.35,69,1318.566832
36.6,54,1318.621313
34.95,64,1318.686734
37.1,71,1318.760812
-3.55,43,1318.807997
28.9,56,1319.14652
27.4,71,1319.224444
83.25,69,1319.302194
18.55,57,1319.360649
31.75,55,1319.418601
37.7,53,1319.471643
12.65,56,1319.531488
0.15,51,1319.58506
-15.1,27,1319.615118
17.1,54,1319.672864
21.0,55,1319.729683
9.85,57,1319.789145
9.15,51,1319.841562
38.95,70,1319.910926
6.15,56,1319.968737
32.45,70,1320.041722
8.05,57,1320.101492
24.6,49,1320.155668
8.9,51,1320.21304
15.65,22,1320.237687
47.8,37,1320.278851
11.95,15,1320.296598
41.5,70,1320.374554
65.75,70,1320.447048
12.65,56,1320.5058
40.75,70,1320.579524
21.0,50,1320.634499
30.2,65,1320.701301
13.05,57,1320.759458
20.05,77,1320.83989
-9.05,3,1320.844002
-1.4,50,1320.893616
16.2,59,1320.952054
33.75,50,1321.001854
29.85,55,1321.058562
51.65,56,1321.12181
12.9,56,1321.182743
1.6,49,1321.239358
10.5,56,1321.587944
17.95,39,1321.630858
31.5,61,1321.700115
29.2,65,1321.766084
55.8,57,1321.828982
19.05,69,1321.900373
28.75,60,1321.959086
19.9,70,1322.031227
46.25,50,1322.08359
24.35,49,1322.135335
23.75,70,1322.208352
17.85,65,1322.279549
20.15,71,1322.355006
33.75,30,1322.386268
45.3,68,1322.460063
17.1,54,1322.517799
12.8,52,1322.573397
12.5,55,1322.630519
30.25,65,1322.69708
31.95,15,1322.713212
31.75,55,1322.771269
20.35,69,1322.842186
40.9,52,1322.893764
1.75,50,1322.944608
42.95,65,1323.010963
37.8,52,1323.066773
43.45,68,1323.139581
40.35,69,1323.213472
6.05,52,1323.266348
21.8,52,1323.323291
66.95,65,1323.389249
39.5,65,1323.457367
15.05,37,1323.495894
25.75,65,1323.562004
54.1,69,1323.633427
1.25,50,1323.684669
14.4,62,1324.03609
44.85,59,1324.104002
17.1,54,1324.164371
27.8,37,1324.206401
7.3,52,1324.261788
17.0,70,1324.334679
38.2,53,1324.390076
36.7,43,1324.434717
-1.15,50,1324.487823
11.9,58,1324.548345
67.5,65,1324.614009
36.25,40,1324.656505
12.6,70,1324.730654
14.3,62,1324.793751
20.75,55,1324.849129
-26.4,16,1324.865894
18.8,69,1324.934708
14.8,62,1324.994532
13.35,70,1325.070032
1.55,52,1325.12712
-20.55,20,1325.148434
27.35,49,1325.198028
23.9,62,1325.266518
27.85,70,1325.340436
17.6,70,1325.412626
42.25,70,1325.489147
-0.0,50,1325.54316
24.75,65,1325.611703
